,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,Pathānkot,32.2833,75.65,77.41,81,100,2.57,IN,2021-09-10 21:29:29
278,Varhaug,58.6147,5.6457,63.95,94,100,13.24,NO,2021-09-10 21:29:29
279,Illintsi,49.1048,29.2177,59.94,39,100,4.54,UA,2021-09-10 21:29:30
280,Hobyo,5.3505,48.5268,77.13,81,94,30.53,SO,2021-09-10 21:29:30
281,Channel-Port aux Basques,47.5702,-59.1367,63.77,99,100,16.73,CA,2021-09-10 21:26:35
282,Bathsheba,13.2167,-59.5167,85.05,80,19,14.34,BB,2021-09-10 21:29:30
283,Hualmay,-11.0964,-77.6139,65.16,77,29,8.32,PE,2021-09-10 21:29:31
284,Ponta Delgada,37.7333,-25.6667,68.72,77,20,6.91,PT,2021-09-10 21:29:31
285,Dutse,11.7594,9.3392,79.92,70,79,3.62,NG,2021-09-10 21:29:31
286,Xaçmaz,41.4635,48.806,63.99,71,0,2.8,AZ,2021-09-10 21:29:32
287,Ouésso,1.6136,16.0517,70.68,97,100,2.53,CG,2021-09-10 21:29:32
288,Nakhon Thai,17.1006,100.8374,74.17,97,99,1.07,TH,2021-09-10 21:29:32
289,Bandarbeyla,9.4942,50.8122,77.76,80,65,28.3,SO,2021-09-10 21:29:32
290,Acaraú,-2.8856,-40.12,79.23,78,13,15.73,BR,2021-09-10 21:29:33
291,Ahipara,-35.1667,173.1667,56.37,65,3,16.84,NZ,2021-09-10 21:29:33
292,Kahului,20.8947,-156.47,84.22,58,20,14.97,US,2021-09-10 21:29:33
293,Katsina,12.9894,7.6006,84.13,55,38,1.9,NG,2021-09-10 21:29:34
294,Sørland,67.667,12.6934,49.33,72,100,11.05,NO,2021-09-10 21:29:34
295,Honningsvåg,70.9821,25.9704,44.22,80,65,22.44,NO,2021-09-10 21:29:34
296,Viranşehir,37.2353,39.7631,76.3,45,0,10.8,TR,2021-09-10 21:29:34
297,Kavaratti,10.5669,72.642,81.99,75,100,16.04,IN,2021-09-10 21:29:35
298,Emilio Carranza,19.9711,-96.6114,84.07,65,35,15.46,MX,2021-09-10 21:29:35
299,Palafrugell,41.9174,3.1631,70.72,88,33,5.93,ES,2021-09-10 21:29:35
300,Mitsamiouli,-11.3847,43.2844,77.2,74,6,5.61,KM,2021-09-10 21:29:36
301,Barcelos,41.5388,-8.6151,66.85,89,21,2.28,PT,2021-09-10 21:29:36
302,Madingou,-4.1536,13.55,84.0,53,42,7.31,CG,2021-09-10 21:29:36
303,Vanimo,-2.6741,141.3028,75.38,91,94,5.82,PG,2021-09-10 21:29:37
304,Darhan,49.4867,105.9228,46.33,85,99,6.51,MN,2021-09-10 21:29:37
305,Micco,27.8806,-80.5003,88.02,69,56,1.99,US,2021-09-10 21:29:37
306,Baruun-Urt,46.6806,113.2792,45.88,68,100,1.23,MN,2021-09-10 21:29:37
307,Vitim,59.4511,112.5578,47.64,94,97,2.53,RU,2021-09-10 21:29:38
308,Geraldton,-28.7667,114.6,52.21,100,75,6.91,AU,2021-09-10 21:29:38
309,Chipinge,-20.1883,32.6236,52.68,85,0,6.8,ZW,2021-09-10 21:29:38
310,Laas,46.6166,10.7002,60.26,89,100,1.23,IT,2021-09-10 21:29:39
311,Balabac,7.9868,117.0645,80.94,81,99,9.17,PH,2021-09-10 21:29:39
312,Mahibadhoo,3.7833,72.9667,82.49,72,54,4.16,MV,2021-09-10 21:29:39
313,Tessalit,20.1986,1.0114,95.11,22,86,6.26,ML,2021-09-10 21:29:39
314,Nyrob,60.733,56.7202,40.93,75,100,9.84,RU,2021-09-10 21:29:40
315,Gamba,-2.65,10.0,75.78,87,17,6.44,GA,2021-09-10 21:29:40
316,Srednekolymsk,67.45,153.6833,31.62,81,35,6.08,RU,2021-09-10 21:29:40
317,Itarema,-2.9248,-39.9167,78.67,79,15,14.92,BR,2021-09-10 21:29:41
318,Soubre,5.7856,-6.6083,72.07,91,94,2.73,CI,2021-09-10 21:29:41
319,Guerrero Negro,27.9769,-114.0611,83.73,58,28,14.72,MX,2021-09-10 21:29:41
320,Adrar,20.5022,-10.0711,95.85,27,98,11.56,MR,2021-09-10 21:29:42
321,Chadiza,-14.0678,32.4392,61.27,77,14,12.17,ZM,2021-09-10 21:29:42
322,Walvis Bay,-22.9575,14.5053,56.08,82,0,3.44,NA,2021-09-10 21:29:42
323,Maniitsoq,65.4167,-52.9,39.18,45,22,11.36,GL,2021-09-10 21:29:42
324,Katsuura,35.1333,140.3,73.51,82,80,4.72,JP,2021-09-10 21:29:43
325,Vila Velha,-20.3297,-40.2925,76.95,83,20,14.97,BR,2021-09-10 21:24:43
326,Ancud,-41.8697,-73.8203,51.42,95,100,12.88,CL,2021-09-10 21:29:43
327,Seddon,-37.8068,144.8916,68.11,51,100,11.99,AU,2021-09-10 21:29:43
328,Wyndham,37.6985,-77.6125,78.76,52,40,1.99,US,2021-09-10 21:29:44
329,Rāwah,34.4816,41.9093,83.84,27,0,10.42,IQ,2021-09-10 21:29:44
330,Zambezi,-13.5432,23.1047,76.3,28,49,11.86,ZM,2021-09-10 21:29:44
331,Constitución,-35.3333,-72.4167,56.97,80,100,3.96,CL,2021-09-10 21:29:45
332,Olinda,-8.0089,-34.8553,76.73,69,40,13.8,BR,2021-09-10 21:29:45
333,Koslan,63.4564,48.8989,39.56,85,50,8.14,RU,2021-09-10 21:29:45
334,Slave Lake,55.2834,-114.769,62.58,59,1,5.75,CA,2021-09-10 21:29:45
335,Port Lincoln,-34.7333,135.8667,55.62,92,10,12.12,AU,2021-09-10 21:29:46
336,Novy Urengoy,66.0833,76.6333,41.99,63,100,5.44,RU,2021-09-10 21:26:00
337,Hasaki,35.7333,140.8333,72.0,83,94,6.02,JP,2021-09-10 21:29:46
338,Makakilo City,21.3469,-158.0858,83.61,59,90,6.91,US,2021-09-10 21:29:46
339,Dubai,25.2582,55.3047,93.13,70,81,6.91,AE,2021-09-10 21:29:30
340,Thompson,55.7435,-97.8558,60.64,52,94,15.79,CA,2021-09-10 21:29:47
341,Jining,35.405,116.5814,70.36,95,27,7.18,CN,2021-09-10 21:29:47
342,Jalu,29.0331,21.5482,83.01,31,0,4.63,LY,2021-09-10 21:29:47
343,Lerwick,60.1545,-1.1494,57.2,98,100,10.92,GB,2021-09-10 21:29:48
344,Mangai,-4.05,19.5333,75.34,77,99,5.28,CD,2021-09-10 21:29:48
345,Santa Cruz Cabrália,-16.2781,-39.0247,77.23,73,0,10.36,BR,2021-09-10 21:29:48
346,Matamoros,25.5333,-103.25,89.71,24,20,4.61,MX,2021-09-10 21:25:13
347,Tigil',57.8,158.6667,39.97,69,68,4.65,RU,2021-09-10 21:29:49
348,Colac,-38.3333,143.5833,66.0,29,75,14.85,AU,2021-09-10 21:29:49
349,Kitui,-1.367,38.0106,62.49,76,100,9.66,KE,2021-09-10 21:29:49
350,Port Macquarie,-31.4333,152.9167,48.16,53,0,3.6,AU,2021-09-10 21:27:49
351,Orcopampa,-15.2661,-72.3417,57.94,31,17,13.02,PE,2021-09-10 21:29:50
352,Coyhaique,-45.5752,-72.0662,50.61,71,90,10.36,CL,2021-09-10 21:29:50
353,San Cristobal,7.7669,-72.225,78.98,61,97,6.49,VE,2021-09-10 21:29:51
354,Talnakh,69.4865,88.3972,42.71,82,67,9.01,RU,2021-09-10 21:29:51
355,Yārāda,17.65,83.2667,79.12,100,90,2.3,IN,2021-09-10 21:29:51
356,Ponta do Sol,32.6667,-17.1,77.0,84,35,0.45,PT,2021-09-10 21:29:52
357,Marawi,7.9986,124.2928,66.65,79,100,2.35,PH,2021-09-10 21:29:52
358,Quattro Castella,44.635,10.4743,71.31,46,93,3.89,IT,2021-09-10 21:29:52
359,Łomża,53.1781,22.0593,56.84,61,72,6.55,PL,2021-09-10 21:29:53
360,Buraidah,26.326,43.975,86.45,12,34,8.5,SA,2021-09-10 21:29:53
361,Samoded,63.6083,40.5111,37.27,92,34,4.63,RU,2021-09-10 21:29:53
362,Terney,45.0503,136.6092,62.06,90,100,4.5,RU,2021-09-10 21:29:53
363,Hambantota,6.1241,81.1185,79.14,100,20,8.05,LK,2021-09-10 21:29:54
364,Vila Franca do Campo,37.7167,-25.4333,68.41,82,63,8.21,PT,2021-09-10 21:29:54
365,Kununurra,-15.7667,128.7333,66.18,63,5,1.14,AU,2021-09-10 21:29:54
366,Kaeo,-35.1,173.7833,57.33,75,2,11.77,NZ,2021-09-10 21:29:55
367,Camacha,33.0833,-16.3333,73.53,78,20,3.44,PT,2021-09-10 21:29:55
368,Coahuayana Viejo,18.7333,-103.6833,89.08,69,100,6.67,MX,2021-09-10 21:29:55
369,Yalutorovsk,56.6536,66.3006,43.18,76,79,10.94,RU,2021-09-10 21:29:56
370,Pietermaritzburg,-29.6168,30.3928,56.77,53,1,4.65,ZA,2021-09-10 21:29:56
371,Kirakira,-10.4544,161.9205,80.19,81,50,11.72,SB,2021-09-10 21:29:56
372,Rocha,-34.4833,-54.3333,56.19,91,78,12.71,UY,2021-09-10 21:29:56
373,Abay,49.6311,72.8539,57.58,75,100,17.56,KZ,2021-09-10 21:29:57
374,Taguatinga,-12.3857,-46.5711,91.9,16,3,4.81,BR,2021-09-10 21:29:57
375,Pulandian,39.3953,121.9669,73.53,94,3,5.32,CN,2021-09-10 21:29:57
376,Hastings,50.8552,0.5729,64.78,92,12,14.25,GB,2021-09-10 21:29:58
377,Kyren,51.6828,102.1408,42.33,99,100,1.5,RU,2021-09-10 21:29:58
378,Merauke,-8.4667,140.3333,77.45,87,100,9.84,ID,2021-09-10 21:29:58
379,College,64.8569,-147.8028,64.22,59,75,0.0,US,2021-09-10 21:25:20
380,Jiayuguan City,39.8167,98.3,64.76,20,0,1.95,CN,2021-09-10 21:29:59
381,Barra Patuca,15.8,-84.2833,83.01,81,43,11.65,HN,2021-09-10 21:29:59
382,Baykit,61.67,96.37,39.18,98,99,3.65,RU,2021-09-10 21:29:59
383,Gouyave,12.1646,-61.7296,84.97,74,40,11.5,GD,2021-09-10 21:30:00
384,Kjøllefjord,70.9457,27.3465,42.58,83,53,13.6,NO,2021-09-10 21:30:00
385,Bato,13.3528,123.3677,77.31,93,100,6.17,PH,2021-09-10 21:30:00
386,Yulara,-25.2406,130.9889,46.24,23,0,4.61,AU,2021-09-10 21:30:01
387,Oddur,4.1213,43.8894,71.78,70,28,21.32,SO,2021-09-10 21:30:01
388,Pompéia,-22.1086,-50.1717,65.48,67,100,3.02,BR,2021-09-10 21:26:05
389,Alamosa,37.4695,-105.87,89.65,9,1,0.0,US,2021-09-10 21:30:01
390,Talaya,61.3833,152.75,32.58,63,89,13.22,RU,2021-09-10 21:30:04
391,Vysokogornyy,50.1167,139.15,51.33,99,100,2.39,RU,2021-09-10 21:30:04
392,Leżajsk,50.2626,22.4193,59.67,64,97,4.34,PL,2021-09-10 21:30:05
393,Wāliṅ,27.9833,83.7667,69.51,84,42,4.12,NP,2021-09-10 21:30:05
394,Esperance,-33.8667,121.9,51.64,80,41,14.54,AU,2021-09-10 21:30:05
395,Mongoumba,3.6415,18.5936,70.84,96,100,2.37,CF,2021-09-10 21:30:06
396,San Juan del Cesar,10.7711,-73.0031,90.3,49,100,7.18,CO,2021-09-10 21:30:06
397,Pacific Grove,36.6177,-121.9166,89.6,84,20,5.99,US,2021-09-10 21:30:06
398,Oranjemund,-28.55,16.4333,54.45,81,76,3.33,NA,2021-09-10 21:30:07
399,Ubari,26.5921,12.7805,87.82,25,0,8.97,LY,2021-09-10 21:30:07
400,Emerald,-23.5333,148.1667,59.14,82,7,5.75,AU,2021-09-10 21:30:08
401,Severo-Yeniseyskiy,60.3725,93.0408,35.58,93,48,5.17,RU,2021-09-10 21:30:08
402,Ol'ga,43.7444,135.2892,61.81,97,100,2.66,RU,2021-09-10 21:30:08
403,Banda Aceh,5.5577,95.3222,78.78,75,100,10.92,ID,2021-09-10 21:30:09
404,Zaragoza,41.6561,-0.8773,73.45,54,20,5.99,ES,2021-09-10 21:30:09
405,Dingle,10.9995,122.6711,75.79,93,100,4.54,PH,2021-09-10 21:30:09
406,Burnie,-41.0667,145.9167,51.06,90,97,3.31,AU,2021-09-10 21:30:10
407,Yar-Sale,66.8333,70.8333,38.35,76,82,2.84,RU,2021-09-10 21:30:10
408,Upernavik,72.7868,-56.1549,31.75,64,47,6.06,GL,2021-09-10 21:30:11
409,Mosquera,4.7059,-74.2302,60.89,67,75,9.22,CO,2021-09-10 21:30:11
410,Voh,-20.9667,164.7,73.17,50,2,5.08,NC,2021-09-10 21:30:11
411,Enzan,35.7,138.7333,70.9,91,94,1.61,JP,2021-09-10 21:30:12
412,Bara,10.3744,10.7288,73.69,92,24,4.79,NG,2021-09-10 21:30:12
413,Farīdpur,23.6,89.8333,84.2,95,100,13.04,BD,2021-09-10 21:30:13
414,Talavera,15.6167,120.9333,74.61,96,100,5.06,PH,2021-09-10 21:30:13
415,Mackay,-21.15,149.2,67.05,94,75,6.91,AU,2021-09-10 21:30:13
416,Chingola,-12.529,27.8838,65.1,50,41,12.15,ZM,2021-09-10 21:30:14
417,Cimarron Hills,38.8586,-104.6989,96.64,12,40,11.5,US,2021-09-10 21:30:14
418,Kurkino,53.4257,38.6582,61.5,73,100,5.46,RU,2021-09-10 21:30:14
419,Villazón,-22.0866,-65.5942,59.67,3,0,13.6,BO,2021-09-10 21:30:15
420,Kruisfontein,-34.0033,24.7314,57.88,85,7,2.33,ZA,2021-09-10 21:30:15
421,Dzerzhinskoye,56.8344,95.2283,40.19,90,35,3.58,RU,2021-09-10 21:30:15
422,Saýat,38.7839,63.8803,58.87,17,0,11.12,TM,2021-09-10 21:30:16
423,Tateyama,34.9833,139.8667,73.42,82,71,5.73,JP,2021-09-10 21:30:16
424,Verín,41.9415,-7.4381,61.23,84,43,3.98,ES,2021-09-10 21:30:16
425,Bam,29.106,58.357,77.13,16,0,5.35,IR,2021-09-10 21:30:17
426,Miles City,46.4083,-105.8406,92.52,17,1,6.91,US,2021-09-10 21:30:17
427,Dayong,25.0209,118.2898,85.68,91,0,4.68,CN,2021-09-10 21:30:17
428,Tagusao,9.1924,117.8141,78.98,77,99,4.85,PH,2021-09-10 21:30:18
429,Soyo,-6.1349,12.3689,74.61,87,100,8.86,AO,2021-09-10 21:30:18
430,Kumul,42.8,93.45,72.66,31,87,18.68,CN,2021-09-10 21:30:18
431,Cap Malheureux,-19.9842,57.6142,70.29,77,0,3.0,MU,2021-09-10 21:30:18
432,Omsukchan,62.5333,155.8,27.9,81,100,12.86,RU,2021-09-10 21:30:19
433,Huarmey,-10.0681,-78.1522,66.11,78,28,8.79,PE,2021-09-10 21:30:19
434,Alofi,-19.0595,-169.9187,80.49,78,100,10.36,NU,2021-09-10 21:30:19
435,Wajima,37.4,136.9,73.22,82,54,6.11,JP,2021-09-10 21:30:20
436,Katobu,-4.9408,122.5276,73.44,97,100,4.16,ID,2021-09-10 21:30:20
437,Poum,-20.2333,164.0167,69.96,63,12,7.78,NC,2021-09-10 21:30:20
438,Ivanovka,42.8878,75.085,46.83,40,0,3.18,KG,2021-09-10 21:30:21
439,Tazovsky,67.4667,78.7,41.05,94,100,3.15,RU,2021-09-10 21:30:21
440,Zhangye,38.9342,100.4517,66.65,31,0,4.59,CN,2021-09-10 21:30:21
441,North Battleford,52.7834,-108.2847,67.41,42,1,19.57,CA,2021-09-10 21:30:21
442,Janów Lubelski,50.707,22.4104,59.23,68,92,3.83,PL,2021-09-10 21:30:22
443,San Miguel de Tucumán,-26.8241,-65.2226,78.8,21,0,11.5,AR,2021-09-10 21:30:23
444,Cascais,38.6979,-9.4215,71.46,68,67,1.01,PT,2021-09-10 21:29:39
445,Dalvik,65.9702,-18.5286,46.33,75,99,6.64,IS,2021-09-10 21:30:23
446,Chapais,49.7834,-74.8492,53.38,69,99,6.87,CA,2021-09-10 21:30:23
447,Verkhnevilyuysk,63.4453,120.3167,42.15,78,12,4.79,RU,2021-09-10 21:30:24
448,Belaya Gora,68.5333,146.4167,35.11,74,60,5.03,RU,2021-09-10 21:30:24
449,Qinhuangdao,39.9317,119.5883,71.17,94,29,4.34,CN,2021-09-10 21:30:24
450,Tougue,11.4667,-11.6,67.01,97,95,4.16,GN,2021-09-10 21:30:25
451,Tutóia,-2.7619,-42.2744,79.56,79,5,11.79,BR,2021-09-10 21:30:25
452,New Philadelphia,40.4898,-81.4457,75.69,51,40,1.99,US,2021-09-10 21:30:25
453,Kenora,49.8167,-94.4337,75.18,64,40,11.5,CA,2021-09-10 21:30:26
454,Szprotawa,51.5656,15.5366,66.25,80,38,5.91,PL,2021-09-10 21:30:26
455,Las Palmas,28.4204,-14.0131,72.39,88,20,12.66,ES,2021-09-10 21:30:27
456,Bulawayo,-20.15,28.5833,55.35,63,0,10.09,ZW,2021-09-10 21:30:27
457,Sioux Falls,43.55,-96.7003,84.09,57,75,0.0,US,2021-09-10 21:27:12
458,Ouro Sogui,15.6064,-13.3211,84.2,84,0,4.61,SN,2021-09-10 21:30:28
459,Charlestown,-32.95,151.6667,58.73,93,0,4.0,AU,2021-09-10 21:30:28
460,Pisco,-13.7,-76.2167,63.01,82,75,9.22,PE,2021-09-10 21:30:29
461,Taltal,-25.4,-70.4833,61.75,67,23,4.72,CL,2021-09-10 21:30:30
462,Port Shepstone,-30.7414,30.455,65.25,78,5,17.16,ZA,2021-09-10 21:30:30
463,Wanning,18.8003,110.3967,80.06,89,99,6.78,CN,2021-09-10 21:30:30
464,Kiryat Gat,31.61,34.7642,79.48,100,74,10.09,IL,2021-09-10 21:30:05
465,Nouadhibou,20.931,-17.0347,76.98,73,66,5.75,MR,2021-09-10 21:30:31
466,Hirara,24.8,125.2833,81.34,84,100,19.89,JP,2021-09-10 21:30:31
467,Ratnagiri,16.9833,73.3,78.03,90,77,8.93,IN,2021-09-10 21:30:31
468,Zaysan,47.4667,84.8667,49.78,24,0,9.22,KZ,2021-09-10 21:30:31
469,Mtinko,-4.55,34.85,61.3,65,6,15.01,TZ,2021-09-10 21:30:32
470,Umm Kaddadah,13.6017,26.6876,81.07,63,95,19.73,SD,2021-09-10 21:30:32
471,Mahon,39.8885,4.2658,72.16,88,20,3.44,ES,2021-09-10 21:30:33
472,Richards Bay,-28.783,32.0377,64.2,68,5,17.54,ZA,2021-09-10 21:30:33
473,Kontagora,10.3999,5.4695,73.51,95,100,3.89,NG,2021-09-10 21:30:34
474,Sokoni,-6.4333,39.55,76.21,77,34,18.43,TZ,2021-09-10 21:30:34
475,Port-Gentil,-0.7193,8.7815,78.76,83,75,11.5,GA,2021-09-10 21:30:35
476,Saurimo,-9.6608,20.3916,69.06,23,22,5.44,AO,2021-09-10 21:30:35
477,Tuskegee,32.424,-85.6916,86.09,55,0,3.0,US,2021-09-10 21:30:35
478,Le Port,-20.9373,55.2919,67.96,77,35,1.52,RE,2021-09-10 21:30:36
479,Trogir,43.5125,16.2517,66.25,77,0,1.14,HR,2021-09-10 21:30:36
480,Xapuri,-10.6517,-68.5044,70.45,59,59,1.57,BR,2021-09-10 21:30:36
481,Kamenka,51.3223,42.7678,61.59,64,81,5.59,RU,2021-09-10 21:30:37
482,The Valley,18.217,-63.0578,87.94,62,40,13.8,AI,2021-09-10 21:30:37
483,Zubtsov,56.1753,34.5894,56.79,95,100,3.89,RU,2021-09-10 21:30:38
484,Amuntai,-2.4177,115.2494,73.63,98,98,2.26,ID,2021-09-10 21:30:38
485,Aksarka,66.5606,67.7975,45.27,74,100,7.25,RU,2021-09-10 21:30:38
486,Sakakah,29.9697,40.2064,89.17,17,80,4.03,SA,2021-09-10 21:30:39
487,Pimenta Bueno,-11.6725,-61.1936,83.68,55,88,1.59,BR,2021-09-10 21:30:39
488,Kabelvåg,68.2114,14.4817,45.54,82,100,7.47,NO,2021-09-10 21:30:39
489,Dhidhdhoo,6.8833,73.1,81.95,74,63,10.78,MV,2021-09-10 21:30:40
490,Malartic,48.1335,-78.1328,62.71,66,52,5.21,CA,2021-09-10 21:30:40
491,Sayyan,15.1718,44.3244,66.9,27,100,5.5,YE,2021-09-10 21:30:40
492,Juneau,58.3019,-134.4197,55.4,92,90,21.85,US,2021-09-10 21:30:41
493,Pemangkat,1.1667,108.9667,79.25,86,100,6.69,ID,2021-09-10 21:30:41
494,Gunjur,13.2019,-16.7339,75.27,100,75,8.05,GM,2021-09-10 21:30:41
495,Anloga,5.7947,0.8973,75.42,86,96,11.14,GH,2021-09-10 21:30:42
496,Departamento de Maldonado,-34.6667,-54.9167,54.79,96,90,10.74,UY,2021-09-10 21:30:42
497,Vestmanna,62.1564,-7.1664,49.12,81,90,8.05,FO,2021-09-10 21:30:42
498,São José da Coroa Grande,-8.8978,-35.1478,77.02,69,97,8.66,BR,2021-09-10 21:30:43
499,Ormond Beach,29.2858,-81.0559,82.13,76,75,6.91,US,2021-09-10 21:28:04
500,Skjervøy,70.0311,20.9714,46.58,75,28,14.25,NO,2021-09-10 21:30:43
501,Sioux Lookout,50.1001,-91.917,73.78,56,75,9.22,CA,2021-09-10 21:30:44
502,Bousso,10.4795,16.7117,74.95,92,82,4.97,TD,2021-09-10 21:30:44
503,Itoman,26.1247,127.6694,83.17,91,40,11.5,JP,2021-09-10 21:30:44
504,Macamic,48.7502,-78.9996,61.03,58,56,5.82,CA,2021-09-10 21:30:45
505,Krasnosel'kup,65.7,82.4667,42.28,84,100,15.86,RU,2021-09-10 21:30:45
506,Mossamedes,-15.1961,12.1522,66.61,71,20,6.44,AO,2021-09-10 21:30:45
507,Chunskiy,56.0815,99.6342,38.46,86,40,2.57,RU,2021-09-10 21:30:46
508,Buin,-33.7333,-70.75,73.72,53,100,3.83,CL,2021-09-10 21:30:46
509,Auly,48.5271,34.4949,57.88,51,80,6.04,UA,2021-09-10 21:30:47
510,Inhambane,-23.865,35.3833,66.85,66,34,9.64,MZ,2021-09-10 21:30:47
511,Nago,26.5881,127.9761,83.25,81,94,14.5,JP,2021-09-10 21:30:47
512,Griffith,41.5284,-87.4237,82.02,45,40,1.99,US,2021-09-10 21:25:50
513,Thaba-Tseka,-29.522,28.6084,51.28,45,0,2.93,LS,2021-09-10 21:30:48
514,Levice,48.2156,18.6071,65.5,44,8,5.48,SK,2021-09-10 21:30:48
515,Dinar,38.065,30.1656,66.16,73,3,3.69,TR,2021-09-10 21:30:49
516,Ishigaki,24.3448,124.1572,78.93,100,75,16.11,JP,2021-09-10 21:30:49
517,Camaná,-16.6228,-72.7111,65.14,75,35,7.0,PE,2021-09-10 21:30:49
518,Leopold,-38.1833,144.4667,67.96,32,99,21.85,AU,2021-09-10 21:30:49
519,San Rafael del Sur,11.8485,-86.4384,88.77,84,70,4.59,NI,2021-09-10 21:30:50
520,Hays,30.0502,-98.0336,95.09,36,0,3.0,US,2021-09-10 21:30:51
521,Qobustan,40.0824,49.412,64.51,52,0,4.43,AZ,2021-09-10 21:30:51
522,Yining,29.0361,114.5636,70.38,91,3,1.14,CN,2021-09-10 21:30:51
523,Saint-Pierre,-21.3393,55.4781,67.64,87,90,8.05,RE,2021-09-10 21:30:52
524,Muyezerskiy,63.9333,31.65,43.16,80,99,5.53,RU,2021-09-10 21:30:52
525,Nabire,-3.3667,135.4833,75.47,96,100,5.1,ID,2021-09-10 21:30:52
526,Kaifeng,34.7911,114.3483,74.26,85,1,7.18,CN,2021-09-10 21:30:53
527,Yangi Marg`ilon,40.4272,71.7189,66.92,37,88,4.61,UZ,2021-09-10 21:30:53
528,Tongchuanshi,35.0806,109.0897,68.72,79,0,1.57,CN,2021-09-10 21:30:53
529,Säkylä,61.0333,22.3333,55.44,97,51,4.61,FI,2021-09-10 21:30:54
530,Tura,25.5198,90.2201,74.95,96,99,6.22,IN,2021-09-10 21:30:54
531,Yumen,40.2833,97.2,65.48,20,1,9.84,CN,2021-09-10 21:30:55
532,Iranshahr,27.2025,60.6848,89.94,13,0,4.61,IR,2021-09-10 21:30:56
533,Vrede,-27.4257,29.1659,51.03,43,19,4.68,ZA,2021-09-10 21:30:56
534,Erzin,36.9559,36.2,77.72,83,41,2.95,TR,2021-09-10 21:30:56
535,Impfondo,1.6381,18.0667,70.93,98,100,2.64,CG,2021-09-10 21:30:57
536,Stokmarknes,68.5646,14.9108,45.5,80,99,4.88,NO,2021-09-10 21:30:57
537,Bilma,18.6853,12.9164,94.68,16,40,4.68,NE,2021-09-10 21:30:57
538,Palu,-0.8917,119.8707,74.61,93,72,2.98,ID,2021-09-10 21:30:57
539,Guangyuan,32.442,105.823,66.7,94,2,2.26,CN,2021-09-10 21:30:58
540,Springbok,-29.6643,17.8865,57.52,32,92,1.16,ZA,2021-09-10 21:30:58
541,Te Karaka,-38.4654,177.8679,56.14,47,53,9.33,NZ,2021-09-10 21:30:59
542,El Viejo,12.6633,-87.1672,80.82,89,40,6.91,NI,2021-09-10 21:30:59
543,Goderich,43.7501,-81.7165,70.03,56,53,3.44,CA,2021-09-10 21:30:59
544,Taksimo,56.3444,114.8794,53.2,90,100,1.3,RU,2021-09-10 21:30:59
545,Bakel,14.905,-12.4568,82.35,68,97,8.77,SN,2021-09-10 21:31:00
546,Nome,64.5011,-165.4064,49.1,93,90,10.36,US,2021-09-10 21:27:10
547,Sarkand,45.41,79.9186,49.42,59,0,6.35,KZ,2021-09-10 21:31:01
548,Sumenep,-7.0167,113.8667,79.05,81,94,4.16,ID,2021-09-10 21:31:01
549,Road Town,18.4167,-64.6167,87.89,70,40,11.5,VG,2021-09-10 21:26:23
550,Karratha,-20.7377,116.8463,72.01,35,0,16.93,AU,2021-09-10 21:31:02
551,Gijang,35.2442,129.2139,67.73,76,1,4.03,KR,2021-09-10 21:31:02
552,Tazmalt,36.3868,4.3989,74.57,59,3,3.47,DZ,2021-09-10 21:31:02
553,Hornepayne,49.2138,-84.7705,64.4,55,100,4.76,CA,2021-09-10 21:31:03
554,Abu Kamal,34.4506,40.9171,82.38,35,0,12.62,SY,2021-09-10 21:31:03
